Joints
200
,,Mathew:HandOuter_Thumb,,,Mathew:LowerArm_HandOuter,,,Mathew:UpperArm_LowerArm,,,Mathew:World_UpperArm,,,,,,
Frame,Sub Frame,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,TX,TY,TZ
,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,mm,mm,mm
1,0,-4.43606,-17.3846,-0.01609,-3.244,1.19004,32.6668,13.587,46.1711,-98.8034,-16.6078,-22.7252,-124.529,434.131,27.2123,622.241
2,0,3.05268,-27.9654,-2.7183,-3.4125,5.65508,32.0146,12.2236,47.4243,-102.073,-17.0056,-22.5483,-124.07,433.938,27.046,622.307
3,0,3.98185,-29.8396,1.25238,-2.737,5.05905,31.9332,12.067,47.6365,-102.735,-17.5535,-22.9844,-123.568,433.916,25.4459,622.324
4,0,4.68769,-30.21,3.16018,-2.16787,4.43103,31.5609,12.1304,47.7464,-102.291,-17.6329,-22.8461,-123.581,433.864,25.2557,622.482
5,0,5.4326,-33.0918,2.31368,-1.75242,4.61803,31.0956,11.9731,48.0445,-102.343,-17.632,-22.7003,-123.677,433.85,25.138,622.749
6,0,6.25458,-34.7393,3.17303,-1.70018,5.31066,30.5793,11.2897,48.4311,-102.461,-17.7623,-22.4263,-124.086,433.741,25.0796,623.074
7,0,9.69819,-33.0034,-0.693351,-1.51655,5.18354,30.0619,11.1321,48.8993,-102.323,-17.8738,-22.2066,-123.984,433.643,24.8694,623.363
8,0,11.9266,-32.1978,-0.991724,-1.23985,4.83072,29.7792,11.1613,49.0296,-101.5,-17.9125,-21.9501,-124.147,433.571,24.8113,623.687
9,0,12.858,-34.0305,-0.0749851,-1.18017,4.14425,29.9142,11.1938,48.8874,-100.603,-17.9093,-21.8553,-124.375,433.457,24.7482,623.709
10,0,13.6123,-35.7507,-0.453563,-1.87749,3.98472,30.2896,11.1196,48.9614,-99.9884,-17.8782,-21.7507,-124.306,433.453,24.7222,623.8
11,0,14.0979,-36.5298,0.798391,-2.06736,4.06118,30.8252,10.9547,49.0237,-99.7744,-17.8357,-21.7287,-124.376,433.459,24.5791,624.052
12,0,15.0219,-37.5933,2.13416,-2.5174,5.39659,30.6215,9.98668,49.2724,-100.202,-17.9084,-21.6341,-124.897,433.353,24.5259,624.389
13,0,15.1834,-36.7446,3.94327,-2.65169,5.88808,30.1595,9.66961,49.8042,-100.189,-18.0732,-21.4616,-124.653,433.157,24.3848,624.765
14,0,17.6474,-35.038,-0.690299,-2.64372,6.40503,30.3011,9.53315,50.124,-100.029,-18.1016,-21.2996,-124.535,433.019,24.3409,625.063
15,0,16.7445,-33.1769,0.389163,-2.49854,2.61617,32.5245,10.5664,49.0414,-96.8457,-18.2084,-21.1283,-124.374,432.857,24.1616,625.812
16,0,17.3275,-32.9734,2.75935,-3.26284,2.64933,32.5557,10.4816,49.0985,-95.9005,-18.1865,-21.0408,-124.398,432.806,24.1862,626.147
17,0,19.3949,-30.4906,-1.12519,-3.14026,2.07432,32.3079,10.7106,49.0643,-94.6343,-18.1984,-20.9423,-124.419,432.617,24.1467,626.436
18,0,19.4785,-30.3208,0.181067,-3.26045,1.29647,33.0387,11.0473,48.8793,-93.2601,-18.2404,-20.9022,-124.318,432.428,24.0548,626.619
19,0,20.0766,-30.4806,1.1092,-3.39978,1.52777,33.1712,10.9333,49.0349,-92.8168,-18.2305,-20.883,-124.282,432.359,24.0065,626.828
20,0,21.2487,-31.6435,-0.0386278,-4.17738,2.4874,32.4518,10.6614,49.3874,-92.4371,-18.2952,-20.867,-124.178,432.146,23.9009,626.994
21,0,21.6013,-31.3491,2.42797,-3.54585,2.19918,32.6987,10.8266,49.3182,-91.557,-18.17,-20.8631,-124.302,432.16,23.9824,627.108
22,0,23.1587,-28.6006,-0.619424,-3.21386,1.40762,33.663,11.1646,49.0119,-90.1584,-18.0934,-20.8779,-124.326,432.094,23.9773,627.289
23,0,23.5989,-29.0342,-1.24808,-3.75138,1.4748,33.0958,11.0929,49.1554,-89.1152,-18.0908,-20.8931,-124.273,431.995,23.932,627.413
24,0,22.2294,-28.2145,-2.79947,-2.58075,1.49968,33.3053,11.1235,49.2557,-88.4229,-18.1119,-20.9195,-124.121,431.836,23.8529,627.547
25,0,20.9433,-26.3173,-2.24653,-1.76724,1.15811,33.4473,11.1276,49.3652,-87.7969,-18.1022,-20.9638,-123.988,431.707,23.8215,627.596
26,0,18.6026,-25.1048,-2.52401,-1.15546,1.34165,33.1112,10.9097,49.4535,-86.8935,-18.0433,-21.0168,-124.006,431.561,23.8089,627.707
27,0,17.7538,-24.628,-2.06333,-0.117153,1.31535,33.2746,11.234,49.7266,-86.3487,-18.0289,-21.0477,-123.616,431.286,23.7248,627.676
28,0,17.5843,-22.9784,-1.73152,0.6213,1.19461,33.3356,11.5234,50.0575,-85.8154,-18.0052,-21.1117,-123.257,431.016,23.6332,627.739
29,0,17.4289,-22.7255,-0.950329,0.615646,1.45012,33.1635,11.4658,50.3173,-85.4194,-18.0154,-21.2231,-123.033,430.838,23.5578,627.92
30,0,17.1797,-21.4904,-1.74131,1.42786,1.33461,33.2319,11.4546,50.2817,-84.9309,-18.0996,-21.3803,-122.893,430.536,23.3827,628.131
31,0,16.9089,-19.6177,-1.49588,1.85226,0.781752,33.3041,11.5052,50.42,-84.4675,-18.0861,-21.5456,-122.529,430.321,23.3124,628.222
32,0,15.2658,-19.1774,-0.581838,2.31454,0.515921,33.1951,11.2585,50.4143,-83.747,-18.1383,-21.7019,-122.516,430.148,23.2583,628.332
33,0,14.5815,-18.7474,-1.79277,2.2224,1.09702,32.7674,11.0518,50.703,-83.1199,-18.1849,-21.8107,-122.325,429.902,23.192,628.497
34,0,14.5742,-18.6236,-0.938839,2.34554,1.67957,32.5111,11.1269,51.0529,-82.7211,-18.0281,-21.9271,-122.111,429.853,23.2912,628.598
35,0,14.8474,-17.5674,-1.40565,2.98102,1.48935,32.5469,11.393,51.2893,-82.3234,-17.9472,-22.143,-121.72,429.768,23.264,628.642
36,0,14.8909,-17.9158,-3.20321,3.23805,2.20551,32.3245,11.6792,51.6707,-82.0968,-17.7962,-22.319,-121.291,429.66,23.3032,628.695
37,0,9.94226,0.432579,39.5354,14.0916,1.42442,32.9489,10.7224,53.912,-86.5445,-17.3991,-22.3539,-121.488,429.661,23.3703,629.023
38,0,17.1694,-11.2998,7.06988,17.8703,-4.79015,13.8373,6.97251,55.7997,-94.0752,-17.6592,-22.9448,-120.996,429.4,23.2067,628.95
39,0,31.2728,-21.5434,5.21639,20.7205,-21.3998,-9.07633,6.36531,56.1697,-94.5437,-17.6775,-23.1335,-120.875,429.127,23.1803,629.103
