Joints
200
,,Mathew:HandOuter_Thumb,,,Mathew:LowerArm_HandOuter,,,Mathew:UpperArm_LowerArm,,,Mathew:World_UpperArm,,,,,,
Frame,Sub Frame,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,TX,TY,TZ
,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,mm,mm,mm
1,0,-3.04089,-41.1916,0.0137058,-8.66819,5.7805,26.7458,12.9175,44.3754,-98.508,-21.0131,-23.5583,-122.13,436.321,35.143,634.63
2,0,-3.04523,-41.0349,-0.0505605,-8.3072,8.9315,26.4243,11.4674,45.7124,-101.718,-21.3423,-23.28,-121.978,436.038,35.0813,635.051
3,0,-3.35132,-40.1216,-0.957033,-7.67809,10.526,25.9921,10.3797,46.3686,-102.721,-21.4075,-22.9273,-122.548,435.859,35.1496,635.795
4,0,-3.61231,-39.2526,-1.65003,-6.53528,10.3673,25.3792,10.2466,47.0813,-102.682,-21.5313,-22.4735,-122.384,435.614,35.1715,636.375
5,0,-3.49762,-39.9779,-1.21463,-6.01919,10.8502,24.8932,9.81621,47.6538,-102.841,-21.6173,-22.0907,-122.517,435.342,35.2513,636.749
6,0,-3.36912,-39.9841,-0.861929,-5.9818,10.4076,24.7868,9.52347,47.9021,-102.276,-21.781,-21.7665,-122.598,435.076,35.3694,637.026
7,0,-3.05508,-40.2891,-0.107145,-6.26298,9.57898,25.1695,9.6682,47.8215,-101.089,-21.8154,-21.5817,-122.627,435,35.4593,637.279
8,0,-2.53069,-42.1159,1.18485,-7.52307,9.18777,25.61,9.54573,47.7046,-100.009,-21.8738,-21.4652,-122.823,434.867,35.5049,637.531
9,0,-2.15585,-43.5149,1.75133,-7.68894,8.97261,25.2967,9.31503,48.0216,-99.6562,-21.9741,-21.3033,-122.743,434.69,35.5567,638.093
10,0,-1.25564,-44.4948,3.50226,-7.42891,8.34693,24.7163,9.27941,48.2766,-99.0272,-22.055,-21.1359,-122.766,434.451,35.5201,638.668
11,0,-0.760837,-44.8308,4.01237,-7.31352,8.00002,24.4895,9.08423,48.5621,-98.2645,-22.2037,-20.893,-122.806,434.186,35.4535,639.185
12,0,-0.220299,-39.1538,4.92137,-11.264,-8.18348,29.32,14.0104,43.1072,-83.5577,-22.0211,-21.2971,-122.526,434.1,35.5475,638.515
13,0,0.530355,-40.8265,5.18363,-11.3756,-8.56422,28.8589,13.8149,43.5168,-83.1227,-22.122,-21.1221,-122.467,433.824,35.5685,638.925
14,0,2.58845,-48.5343,6.6045,-7.42589,6.99855,22.3249,8.534,50.3027,-97.2884,-22.6567,-20.0802,-122.244,433.332,35.4784,640.828
15,0,3.156,-49.1291,6.79463,-7.53554,8.95118,21.8785,7.2061,51.2715,-98.8471,-22.829,-19.8616,-122.293,433.068,35.481,641.415
16,0,3.65777,-49.6914,6.80381,-7.94981,7.38501,22.6829,7.79307,51.0162,-96.9142,-22.867,-19.8219,-122.114,432.866,35.5388,641.66
17,0,4.11157,-49.8204,6.46144,-8.18357,7.4641,23.0743,7.56439,51.1784,-96.6052,-22.9617,-19.8268,-121.965,432.579,35.5066,641.971
18,0,6.38911,-50.0619,3.68973,-5.3423,11.1661,22.2062,6.45756,52.9069,-100.423,-23.0246,-19.7898,-121.559,432.285,35.5687,642.045
19,0,6.61031,-48.0176,0.0542346,-3.69583,12.2682,21.8489,5.79205,53.6008,-100.926,-23.2218,-19.6312,-121.432,431.903,35.5668,642.525
20,0,6.54885,-47.5253,0.0147542,-3.63885,11.9126,22.0138,5.91023,53.6751,-99.848,-23.3732,-19.6419,-121.249,431.597,35.5513,642.765
21,0,6.17841,-46.9067,-0.844249,-3.72149,11.2735,22.2498,6.22074,54.0197,-98.431,-23.5556,-19.4998,-120.798,431.24,35.5726,643.119
22,0,6.4464,-46.8633,-2.00893,-2.13182,10.9887,23.0177,6.4881,53.5341,-98.5815,-23.2899,-20.2114,-120.595,431.277,35.7208,642.386
23,0,5.99021,-45.7354,-2.39803,-2.24905,12.9873,21.5058,5.32606,55.3247,-99.0225,-23.9342,-19.4271,-120.05,430.738,35.5141,643.738
24,0,5.72177,-44.4052,-2.03538,-2.55162,12.0182,21.7907,5.65841,55.1287,-97.282,-24.0424,-19.6227,-119.881,430.486,35.3991,643.854
25,0,5.67864,-43.6771,-1.60545,-2.55772,11.9841,21.6914,5.75728,55.3833,-96.0464,-24.2113,-19.5831,-119.692,430.132,35.3989,644.131
26,0,6.03957,-43.4132,-0.561395,-2.16993,13.5967,20.7874,4.96533,56.2423,-96.724,-24.3465,-19.5702,-119.507,429.801,35.317,644.422
27,0,-12.6885,7.90993,-5.77109,18.9786,10.4065,35.5948,3.29988,57.3311,-103.39,-24.2281,-19.6566,-119.547,429.612,35.1146,645.737
28,0,-13.5425,20.1003,0.360287,16.8264,22.0207,46.8207,1.90233,57.9103,-104.124,-24.3308,-19.8249,-119.798,429.247,35.1046,646.015
