Joints
200
,,Mathew:HandOuter_Thumb,,,Mathew:LowerArm_HandOuter,,,Mathew:UpperArm_LowerArm,,,Mathew:World_UpperArm,,,,,,
Frame,Sub Frame,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,TX,TY,TZ
,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,mm,mm,mm
1,0,-8.49677,-20.6647,-0.00842887,13.9406,-6.9169,24.8531,10.8033,49.6133,-87.716,-14.8286,-26.5131,-122.898,435.982,13.949,622.054
2,0,-8.01659,-20.1897,1.39364,14.8292,-5.13994,24.2001,9.41984,50.1718,-89.5659,-14.8019,-26.645,-123.195,435.735,14.1746,622.375
3,0,-0.884132,-12.193,12.0004,7.96746,7.74136,34.1483,8.09162,51.2803,-94.4427,-15.4681,-27.6582,-122.357,435.827,11.8898,623.15
4,0,0.708916,-14.9994,9.00605,10.3415,3.36112,30.2043,7.96132,51.3315,-94.4931,-15.3423,-28.0568,-122.106,435.765,11.8086,622.881
5,0,2.61467,-16.2859,11.3194,10.2229,1.78002,28.0032,7.89487,51.5611,-93.7259,-15.2254,-28.2092,-121.917,435.583,11.8968,622.844
6,0,4.53936,-17.3127,14.5901,11.5377,-1.2256,25.0443,8.05456,51.7349,-93.3134,-15.0811,-28.4383,-121.662,435.356,12.0353,622.678
7,0,6.37437,-20.0813,14.0803,13.1419,-4.7391,21.301,8.09132,51.8874,-92.9203,-14.9821,-28.695,-121.444,435.219,12.0859,622.846
8,0,8.52491,-21.102,19.044,14.2849,-1.12128,19.1392,8.03628,53.0114,-94.6172,-14.632,-28.8054,-121.548,435.206,12.0152,623.495
9,0,9.94486,-22.7181,18.2216,14.2724,0.0350623,16.6071,7.12536,53.75,-95.993,-14.4172,-29.1054,-121.431,435.097,12.1485,623.475
10,0,10.9941,-23.2181,19.7387,14.0999,1.12206,14.1552,6.24215,54.5367,-97.3545,-14.252,-29.3779,-121.241,434.897,12.251,623.425
11,0,12.2602,-24.0849,21.191,14.9964,1.36204,10.8059,5.46429,55.491,-98.8451,-14.0927,-29.6208,-121.032,434.767,12.4329,623.128
12,0,13.0502,-24.6143,21.6628,15.3918,2.15982,7.56469,4.77378,56.5861,-100.268,-13.9918,-29.8882,-120.684,434.499,12.6154,623.073
13,0,14.5137,-25.8658,21.905,14.5482,3.03255,6.12032,4.0033,57.1248,-101.291,-13.9848,-30.342,-120.303,434.229,12.727,623.077
14,0,15.6088,-27.0936,20.5063,13.7019,3.26527,4.30803,3.09229,57.5206,-101.887,-14.0382,-30.7002,-120.127,433.896,12.7741,623.003
15,0,20.6607,-26.1039,6.54926,14.0845,-12.037,4.86251,6.27361,53.8539,-93.114,-14.1923,-31.5219,-119.751,433.524,12.6187,622.799
16,0,22.4083,-26.6997,11.1402,14.8908,-14.2406,2.3281,6.34524,53.9455,-93.0706,-13.9591,-31.847,-119.579,433.203,12.8274,622.961
17,0,22.6534,-26.6313,12.0041,15.2347,-16.3086,-0.231226,6.46619,54.1244,-92.5639,-13.8271,-32.23,-119.307,432.939,12.9541,622.945
18,0,24.0078,-27.2891,13.5945,15.1062,-17.4444,-1.00725,6.72749,54.1354,-91.9365,-13.6991,-32.6537,-118.933,432.582,13.1773,622.567
