Joints
200
,,Mathew:HandOuter_Thumb,,,Mathew:LowerArm_HandOuter,,,Mathew:UpperArm_LowerArm,,,Mathew:World_UpperArm,,,,,,
Frame,Sub Frame,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,TX,TY,TZ
,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,mm,mm,mm
1,0,4.70465,-5.81068,-0.00564752,3.89831,-8.35783,44.6577,12.8494,45.4581,-94.8909,-18.7652,-13.0188,228.371,395.069,12.0884,628.707
2,0,4.10932,-4.337,0.726137,5.48831,-5.21669,45.9799,11.0695,46.7923,-98.6014,-19.0891,-12.7238,228.755,394.911,12.1204,629.064
3,0,4.34409,-4.12187,-0.264811,5.75097,-4.47357,46.5162,10.4826,47.3016,-98.9246,-19.1473,-12.4233,228.682,394.887,12.2633,629.463
4,0,4.35143,-4.91842,1.19613,5.50037,-3.71291,46.7406,10.0084,47.7597,-98.7384,-19.2015,-12.1237,228.614,394.932,12.3892,629.919
5,0,4.40868,-7.74912,0.33161,5.15723,-2.99699,46.566,9.44325,48.1932,-98.3543,-19.1998,-11.7832,228.308,394.879,12.6117,630.375
6,0,4.09693,-8.17,0.0412709,4.86138,-2.08394,46.9161,8.97842,48.6091,-98.199,-19.1575,-11.5539,228.274,394.957,12.9138,630.584
7,0,3.93978,-7.79038,-0.201879,5.49863,-2.85576,47.4823,8.98395,48.8539,-97.3849,-19.1231,-11.3093,228.356,394.989,13.1485,630.875
8,0,3.63552,-3.99736,-1.82048,6.16119,-2.78073,48.3618,8.64504,49.361,-97.311,-19.1222,-11.0474,228.452,395.007,13.3188,631.439
9,0,3.43285,-3.5426,-0.197023,6.47807,-2.04576,48.7087,8.00514,50.0209,-97.6247,-19.1391,-10.773,228.568,395.027,13.5036,632.031
10,0,3.3799,-3.74284,-0.418823,6.47325,-1.61184,48.4212,7.6639,50.4327,-96.9559,-19.0651,-10.5244,228.415,395.131,13.7896,632.469
11,0,3.65951,-5.19877,0.0534067,6.48719,-0.755807,49.1291,7.39786,50.6968,-96.5366,-18.9597,-10.4373,228.433,395.307,14.0407,632.689
12,0,2.74691,-5.37289,0.349769,6.47865,0.357267,49.6313,6.86284,51.1703,-96.4026,-18.9726,-10.2748,228.521,395.296,14.1834,632.961
13,0,3.92951,-8.89671,-0.487233,5.84074,0.998958,48.5083,6.56786,51.6965,-95.7016,-19.0375,-10.0791,228.677,395.212,14.3116,633.311
14,0,3.49692,-5.37967,-1.35815,6.52465,1.17705,48.6275,6.1183,52.1643,-95.3275,-19.1482,-9.92888,228.793,395.155,14.4404,633.696
15,0,3.73745,-3.77731,-1.03307,6.5637,1.18649,49.4111,6.13948,52.4545,-94.6721,-19.1371,-9.90335,229.149,395.224,14.6193,633.798
16,0,4.26407,-6.70271,-0.109684,6.48164,2.14593,49.245,5.5608,52.9918,-94.7192,-19.2258,-9.83705,229.43,395.167,14.7634,634.09
17,0,3.74411,-5.15379,-0.792229,7.01348,2.09923,48.7849,5.32878,53.5324,-94.2326,-19.3165,-9.76224,229.801,395.073,14.9302,634.447
18,0,4.65662,-4.93098,1.01867,6.78444,2.50945,48.5937,5.05615,53.7344,-93.6528,-19.3803,-9.91316,229.975,395.122,15.0169,634.626
19,0,5.30996,-5.82221,-2.13033,6.82332,2.73747,48.455,4.86661,54.0493,-93.0286,-19.4115,-9.98114,230.211,395.111,15.1632,634.831
20,0,5.67555,-6.27239,-1.77336,6.9906,2.7831,48.1761,4.62381,54.4358,-92.4536,-19.4292,-9.95942,230.438,395.087,15.4187,635.067
21,0,6.19189,-6.65379,-0.455611,6.71094,2.94432,47.8047,4.56457,54.7446,-91.5661,-19.4684,-10.0249,230.716,395.051,15.6311,635.227
22,0,6.2849,-3.32026,-2.30681,6.6276,2.26382,48.153,4.82195,54.8904,-90.2807,-19.4915,-10.1744,231.031,395.089,15.8228,635.393
23,0,7.16557,-2.32732,-0.461253,6.47857,2.7252,48.1679,4.39001,55.3527,-90.0051,-19.6051,-10.2774,231.317,394.958,15.8518,635.63
24,0,-3.44477,-3.1142,2.29791,9.12526,7.0359,48.288,5.02111,56.5816,-88.5599,-19.2781,-10.6155,231.921,395.186,16.2269,634.735
25,0,-8.09293,14.0981,-1.7758,5.18802,24.7535,63.3506,2.4497,57.5653,-91.8602,-19.4062,-10.8705,231.964,395.122,16.3774,634.892
26,0,-9.37946,33.5719,-4.80806,0.815795,39.4576,79.1645,1.74122,58.0217,-91.893,-19.5042,-11.0396,232.069,395.023,16.609,634.928
27,0,-5.84389,48.6273,-3.09853,-4.05134,53.188,92.8988,1.23883,58.1489,-91.6115,-19.5873,-11.4019,232.192,394.981,16.7348,634.859
28,0,-1.70664,65.4009,-10.8048,-10.2407,68.8305,108.19,1.21037,58.6662,-90.8332,-19.5807,-11.5197,232.65,394.909,16.9537,634.996
29,0,5.7335,76.524,-15.2219,-14.8588,83.3433,120.061,0.634521,59.1035,-90.9915,-19.7226,-11.8235,233.073,394.831,17.1383,635.23
30,0,16.1035,92.9231,-32.6493,-24.9197,103.33,139.105,0.534416,59.1855,-90.7683,-19.7519,-12.2745,233.584,394.805,17.3399,635.334
31,0,28.8791,97.3018,-41.8971,-33.0972,117.05,148.46,1.00339,59.2108,-89.1086,-19.7479,-12.5711,233.955,394.765,17.6218,635.293
32,0,41.7617,98.9165,-57.3473,-43.6697,134.349,159.062,1.02305,58.9427,-88.0534,-19.7605,-13.0995,234.043,394.696,17.8118,635.266
33,0,54.6432,92.0238,-59.2377,-47.2676,146.892,164.831,0.232096,59.2157,-87.9356,-19.8675,-13.426,234.137,394.543,18.082,635.377
34,0,71.2209,70.0718,-83.6615,-67.1709,182.807,182.88,-2.22162,59.6139,-90.8854,-19.9571,-13.9318,234.001,394.434,18.3453,635.439
35,0,77.7371,49.4441,-73.4091,-73.8803,190.532,181.44,-1.40623,59.6783,-89.3178,-19.8915,-14.3996,234.549,394.339,18.6312,635.319
