Joints
200
,,Mathew:HandOuter_Thumb,,,Mathew:LowerArm_HandOuter,,,Mathew:UpperArm_LowerArm,,,Mathew:World_UpperArm,,,,,,
Frame,Sub Frame,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,TX,TY,TZ
,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,mm,mm,mm
1,0,5.9562,-9.98345,0.0110743,-25.8484,-31.6585,44.9431,20.1024,39.6115,-45.3104,-18.2737,-23.5077,-118.228,429.795,42.5838,636.28
2,0,6.33648,-10.1794,1.20485,-25.3541,-31.0593,44.9214,19.8919,39.7574,-44.8489,-18.3909,-23.9431,-118.239,429.312,42.5493,636.452
3,0,6.62453,-10.3716,1.10742,-24.6612,-30.1654,44.7881,19.9088,39.827,-44.5076,-18.2775,-24.3445,-118.275,428.907,42.5996,636.494
4,0,6.02517,-10.2458,-2.99685,-24.0945,-29.177,44.2934,20.1398,40.1362,-44.0382,-18.1438,-24.6754,-117.886,428.486,42.7759,636.387
5,0,6.43916,-10.2833,0.46381,-23.7418,-28.765,44.2838,20.49,40.4799,-43.7839,-18.205,-24.9323,-117.301,428.049,42.9996,636.212
6,0,6.87759,-9.52926,-0.648016,-23.3863,-28.2157,43.9728,20.3596,40.5148,-43.5466,-18.2051,-25.5384,-117.018,427.746,43.0657,636.483
7,0,6.37425,-9.23941,-1.5222,-23.1119,-27.6291,43.574,20.2463,40.6385,-43.1798,-18.2205,-26.0806,-116.712,427.384,43.2161,636.752
8,0,6.25808,-8.90984,1.00296,-22.9671,-27.3074,43.3378,20.2522,40.8547,-42.8876,-18.2491,-26.4312,-116.344,426.829,43.3403,636.785
9,0,6.59289,-18.6815,-60.3313,-3.13458,-2.51167,38.8743,20.8133,48.8958,-53.5527,-15.8073,-25.12,-117.329,426.682,45.7341,636.323
10,0,-7.07088,10.4515,-79.0143,10.728,7.41884,46.4047,11.1405,55.7169,-78.9224,-17.5088,-26.7265,-115.242,426.071,43.8328,637.394
11,0,-1.5509,14.6369,-21.8601,14.9468,19.6828,44.1446,3.32871,58.4979,-92.8254,-18.0958,-27.6889,-115.265,425.254,43.6451,636.993
12,0,0.935378,19.1437,-0.715329,13.7178,26.104,49.404,2.55792,58.6376,-93.7034,-18.015,-28.3308,-115.048,424.852,43.8119,637.025
13,0,1.47901,18.6607,-4.50781,14.6189,24.3377,46.7104,1.97241,58.5716,-94.561,-17.9261,-29.0327,-114.863,424.507,44.1212,637.105
14,0,2.34071,19.0415,-13.2002,13.2398,26.3407,47.3776,2.18728,58.6854,-93.9642,-17.9165,-29.5626,-114.469,424.033,44.4148,637.13
15,0,2.30692,18.333,-14.8256,14.0522,24.501,44.5201,2.28638,59.0823,-93.7756,-17.764,-29.9419,-114.07,423.63,44.6859,637.233
16,0,2.82705,18.6547,-17.3438,14.0896,23.6236,43.2068,2.46575,59.0829,-93.6793,-17.5045,-30.567,-113.729,423.16,44.9918,637.145
17,0,8.92497,6.6323,14.4046,14.7226,13.936,31.2853,3.78575,59.3077,-91.5356,-17.5691,-31.028,-112.921,422.531,45.18,636.838
18,0,9.92481,7.10544,8.18966,15.743,12.5415,27.9498,2.78492,59.3221,-92.9665,-17.3627,-31.6015,-113.14,421.964,45.3892,636.948
