Joints
200
,,Mathew:HandOuter_Thumb,,,Mathew:LowerArm_HandOuter,,,Mathew:UpperArm_LowerArm,,,Mathew:World_UpperArm,,,,,,
Frame,Sub Frame,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,TX,TY,TZ
,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,mm,mm,mm
1,0,0,0,0,3.19209,3.22389,38.3322,16.2012,37.7842,-104.824,-17.3924,-32.164,-123.182,440.269,14.7781,619.924
2,0,0,0,0,3.19209,3.22389,38.3322,16.2012,37.7842,-104.824,-17.3924,-32.164,-123.182,440.269,14.7781,619.924
3,0,0,0,0,3.19209,3.22389,38.3322,16.2012,37.7842,-104.824,-17.3924,-32.164,-123.182,440.269,14.7781,619.924
4,0,0,0,0,3.26407,5.69021,38.7325,15.0626,38.8153,-107.296,-17.8533,-31.7715,-122.976,439.979,15.0847,619.977
5,0,0,0,0,3.26407,5.69021,38.7325,15.0626,38.8153,-107.296,-17.8533,-31.7715,-122.976,439.979,15.0847,619.977
6,0,-4.45947,-14.6924,-0.0737039,4.38705,7.0145,38.0424,15.1519,39.0123,-107.052,-17.9283,-31.3648,-122.945,439.784,15.2975,620.351
7,0,-4.63939,-14.5984,-0.0407995,4.3697,6.74731,38.0976,15.0193,39.0621,-106.87,-18.0462,-31.2165,-122.981,439.704,15.407,620.449
8,0,-4.81068,-14.3767,-0.034098,4.40003,6.40418,37.9309,14.8359,39.1619,-106.644,-18.2021,-31.0342,-123.078,439.513,15.4255,620.587
9,0,-5.01634,-13.9882,0.0492841,4.39028,6.30645,38.0353,14.6026,39.2793,-106.51,-18.2882,-30.7468,-123.215,439.331,15.7181,620.691
10,0,-5.20454,-14.2595,-0.0772757,4.33767,6.25994,37.8681,14.4467,39.4766,-106.376,-18.307,-30.4796,-123.313,439.265,15.9217,620.809
11,0,-5.68784,-14.1008,0.168894,4.3333,6.0784,37.8286,14.2687,39.6604,-106.211,-18.3698,-30.2006,-123.384,439.174,16.164,620.946
12,0,-6.09164,-14.098,-0.196894,4.29555,5.88276,37.5704,14.129,39.9162,-105.933,-18.4324,-29.8809,-123.455,439.056,16.3332,621.126
13,0,-6.54277,-13.3449,-0.162222,4.58466,5.40206,37.5854,14.0177,40.188,-105.785,-18.4518,-29.5412,-123.484,438.984,16.6201,621.326
14,0,-6.91379,-12.2218,0.0161644,4.97535,5.02754,37.8187,13.8026,40.406,-105.714,-18.5373,-29.2169,-123.643,438.801,16.7765,621.479
15,0,-6.59646,-11.5757,-0.402301,5.15827,4.78757,37.7375,13.6161,40.6707,-105.643,-18.5458,-28.94,-123.771,438.77,16.8719,621.692
16,0,-6.63725,-11.945,-0.0789159,5.46166,4.39994,37.7987,13.3471,40.8229,-105.494,-18.6624,-28.6635,-123.938,438.704,17.1131,621.98
17,0,-6.25427,-10.1015,-0.165143,6.00092,4.10343,37.3006,13.115,41.189,-105.446,-18.6742,-28.3335,-124.185,438.64,17.2385,622.411
18,0,-6.47954,-9.98735,-0.26489,6.26086,3.92142,36.8576,12.8143,41.5127,-105.356,-18.7225,-28.0533,-124.398,438.502,17.3644,622.733
19,0,-6.23477,-11.3148,-0.1379,6.18464,3.9517,36.4101,12.57,41.7876,-105.19,-18.726,-27.7972,-124.538,438.476,17.5273,623.026
20,0,-6.23873,-13.0731,-0.568883,6.31826,3.80715,36.3267,12.3683,42.0319,-104.99,-18.7315,-27.5178,-124.648,438.433,17.7057,623.24
21,0,-5.94953,-13.6602,-0.213459,6.55227,3.56666,36.481,12.2167,42.2323,-104.903,-18.6541,-27.2805,-124.709,438.505,18.0098,623.491
22,0,-5.18387,-13.9758,0.127443,6.7721,3.34277,36.2166,12.0168,42.468,-104.631,-18.6986,-27.0337,-124.789,438.367,18.2062,623.808
23,0,-4.75047,-13.9509,0.699361,7.23998,3.06218,35.4567,11.856,42.8242,-104.45,-18.5862,-26.8106,-124.872,438.391,18.4125,624.277
24,0,-3.63193,-13.9226,-1.13137,7.77772,3.00908,35.4831,11.6425,43.1055,-104.313,-18.5332,-26.5596,-124.974,438.375,18.6013,624.658
25,0,-2.93565,-14.7929,-0.993515,8.64959,2.83282,35.056,11.4352,43.4002,-104.23,-18.5134,-26.3275,-125.08,438.213,18.7663,625.076
26,0,0.0328817,-38.6085,-0.987127,2.41779,18.9972,22.523,7.35723,48.3806,-111.361,-18.7418,-25.4682,-125.299,437.925,19.0502,625.737
27,0,0.882078,-39.219,-0.926607,1.97463,18.7147,22.7988,7.17167,48.5012,-111.071,-18.7251,-25.4217,-125.205,437.849,19.1559,625.998
28,0,0.864606,-42.3664,-1.14427,0.860396,18.5485,22.103,6.83604,48.7736,-110.22,-18.8062,-25.2869,-125.178,437.623,19.1476,626.259
29,0,1.88879,-41.378,-1.03071,1.28835,18.0664,22.5434,6.75493,48.8934,-109.907,-18.8146,-25.1324,-125.166,437.431,19.396,626.528
30,0,2.58218,-41.7999,-1.38733,0.811614,17.459,22.6027,6.56946,49.02,-108.969,-18.8821,-24.9569,-125.076,437.203,19.6251,626.693
31,0,4.34279,-43.0903,-1.46364,0.245703,17.1125,21.9251,6.44988,49.2495,-108.216,-18.8278,-24.8617,-125.035,437.087,19.8411,627.027
32,0,4.39323,-41.9729,-0.340898,-1.73747,7.86509,27.2833,9.95329,45.4358,-99.4804,-18.3501,-25.4548,-124.859,437.091,20.4719,625.755
33,0,5.07844,-42.6248,-1.78221,-1.49849,7.87072,28.044,9.84337,45.4753,-99.2032,-18.2901,-25.4897,-124.763,437.015,20.699,625.737
34,0,6.44415,-41.9062,-1.94367,-1.99607,8.22958,28.49,9.72398,45.5853,-98.7841,-18.2194,-25.5286,-124.676,436.936,20.8857,625.825
35,0,1.80901,-12.9593,-1.35653,9.78958,3.4974,36.4799,9.64043,45.7501,-100.698,-18.2272,-25.0122,-124.867,436.675,20.8347,627.998
36,0,2.23248,-12.0497,0.126923,9.9102,3.58284,36.1999,9.43783,46.0937,-100.094,-18.29,-24.9067,-124.855,436.396,20.9796,628.318
37,0,2.89225,-7.0264,3.08037,12.8597,4.64186,40.1638,9.74393,45.8944,-101.63,-18.1503,-24.919,-124.62,436.311,21.0704,629.143
38,0,3.12963,-3.20223,0.610209,13.6563,4.82981,41.4854,9.64357,46.0125,-101.875,-18.0656,-25.0653,-124.376,436.114,21.3454,629.171
39,0,4.98436,-2.49638,-0.945231,12.7835,5.19757,41.8142,9.43562,46.1685,-101.182,-18.1837,-25.0769,-124.141,435.738,21.6581,629.166
40,0,-1.3152,-13.3688,-4.52771,18.529,31.131,25.5409,1.08179,55.6907,-119.095,-18.2802,-24.5652,-123.818,435.293,22.4582,628.041
41,0,-1.10527,-14.1537,-1.28737,17.8844,31.004,25.5399,0.853328,55.7279,-118.575,-18.1439,-24.7298,-123.589,435.258,22.7704,628.018
42,0,2.37144,-18.6898,-0.716245,17.2146,26.9206,19.4696,0.569084,56.7545,-118.797,-18.6256,-24.7987,-122.197,434.774,22.9178,627.962
43,0,1.18297,-22.3321,-1.86814,17.5882,28.2641,18.6243,0.401545,56.8388,-118.115,-18.5528,-25.0071,-122.14,434.586,23.1634,628.033
44,0,1.58512,-20.491,-1.15161,17.586,28.2511,18.6308,0.256891,56.9475,-117.699,-18.4013,-25.2185,-122.09,434.392,23.416,628.094
45,0,2.27504,-19.1288,-1.26419,17.6211,28.3617,18.5586,0.0881561,57.0247,-117.259,-18.2485,-25.4102,-121.988,434.169,23.718,628.114
46,0,3.5707,-19.369,-1.12536,17.6816,28.5603,18.4305,-0.0417809,57.0775,-116.906,-18.1475,-25.5753,-121.94,433.907,24.0164,628.129
47,0,3.97244,-18.2359,-1.30626,17.7835,28.9037,18.2102,-0.239728,57.1989,-116.304,-18.0361,-25.8197,-121.892,433.685,24.3423,628.095
48,0,4.39417,-17.8708,-1.14627,17.8377,29.0822,18.0944,-0.434832,57.264,-115.812,-17.9154,-26.037,-121.822,433.417,24.7933,628.25
49,0,4.53135,-17.298,-1.17122,17.868,29.1781,18.0312,-0.662481,57.3314,-115.271,-17.7775,-26.2408,-121.699,433.18,25.2671,628.246
50,0,-2.88519,-20.2775,0.405651,12.1627,10.546,29.5425,7.69759,49.8868,-93.0747,-17.2318,-27.0869,-121.606,433.078,25.8757,627.026
51,0,-2.14401,-18.8493,-1.24182,12.2854,10.8944,29.3474,7.56511,50.0691,-92.5468,-17.1487,-27.316,-121.524,432.802,26.2868,626.946
52,0,-2.23545,-18.2855,-1.22173,12.4626,11.3848,29.0642,7.36417,50.3239,-92.2712,-17.2302,-27.8001,-121.227,432.575,26.336,627.166
53,0,4.84631,-9.1402,2.21501,17.2357,7.2582,26.419,5.89164,51.6217,-98.0014,-17.3296,-28.1272,-120.59,432.403,26.6112,627.731
54,0,6.37846,-9.61558,-0.297609,16.9249,7.24428,26.1077,5.71207,51.6958,-97.4746,-17.2351,-28.3423,-120.446,431.948,27.1918,627.774
55,0,6.90971,-10.5367,0.170427,17.1924,6.21917,24.9124,5.63478,51.6236,-96.9683,-17.1864,-28.8182,-120.258,431.497,27.5092,627.572
56,0,7.74547,-11.1159,2.71977,17.9717,5.02258,23.4796,5.69588,51.6696,-96.7049,-16.9383,-29.2134,-120.038,431.209,27.9658,627.404
57,0,9.15531,-11.627,0.389174,17.7301,4.09826,21.5898,5.71008,52.0261,-95.6968,-17.006,-29.3773,-119.802,430.586,28.2453,627.456
58,0,10.566,-13.3814,-0.807397,19.0466,0.830638,17.9074,5.75045,52.0744,-95.3842,-16.8996,-29.868,-119.421,430.252,28.75,627.227
59,0,13.9984,-13.1833,-0.988752,19.4081,3.74847,15.1309,5.50103,53.2319,-96.7573,-16.6396,-29.922,-119.526,429.987,29.0421,627.924
60,0,13.9075,-15.1603,-1.07237,18.3376,1.49866,14.6431,4.81495,52.5879,-96.0966,-16.7796,-30.7932,-119,429.5,29.5968,627.18
61,0,15.077,-15.7867,-1.46872,18.4404,0.448697,12.7465,4.76259,52.7305,-95.7113,-16.5765,-31.1571,-118.834,429.207,30.0589,627.352
62,0,16.0715,-16.5916,-2.56854,18.6933,-0.444991,11.6733,4.81191,52.6383,-95.614,-16.258,-31.7363,-118.487,428.934,30.6277,627.114
63,0,17.5031,-17.2871,-3.5247,18.8625,-2.11201,9.61498,4.8917,52.8197,-95.0532,-16.0769,-32.0423,-118.107,428.471,31.2027,626.926
64,0,23.3097,-22.4774,-0.362592,19.621,-9.86008,-0.0276379,5.35813,52.945,-93.7685,-15.9301,-32.3165,-117.746,427.917,31.8342,626.627
65,0,25.179,-22.2529,-1.48407,20.8646,-13.0621,-4.27042,5.39559,53.0342,-93.4746,-15.7985,-32.76,-117.532,427.318,32.2979,626.566
66,0,27.5708,-23.1205,-0.771728,19.669,-13.0348,-4.53424,5.36988,52.9968,-93.1567,-15.6331,-33.3171,-117.227,427.109,32.9206,626.875
