Joints
200
,,Mathew:HandOuter_Thumb,,,Mathew:LowerArm_HandOuter,,,Mathew:UpperArm_LowerArm,,,Mathew:World_UpperArm,,,,,,
Frame,Sub Frame,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,TX,TY,TZ
,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,mm,mm,mm
1,0,11.125,-1.3596,0.000646799,5.2687,0.170828,37.5781,8.29782,49.285,-92.1804,-22.9301,-16.1166,236.275,436.379,7.13454,648.136
2,0,11.1877,0.438566,0.661297,5.52307,3.92435,38.2516,6.66667,50.1777,-95.4166,-23.3137,-16.6165,236.749,435.951,7.16127,648.193
3,0,12.255,-0.400615,0.0192215,5.17514,4.53897,37.6033,6.69459,50.4446,-95.0952,-23.3892,-17.0341,237.096,435.552,7.39416,648.193
4,0,12.0694,1.65219,1.73,5.8285,3.61052,37.4885,7.03786,50.876,-94.4408,-23.6644,-17.2938,237.732,435.006,7.55069,648.42
5,0,12.6277,2.26195,0.871497,5.96092,4.66053,37.1693,6.65182,51.5556,-94.9919,-23.8834,-17.5712,238.146,434.613,7.74187,648.751
6,0,12.7514,3.06698,1.07324,6.32747,4.74944,37.0684,6.77899,51.9114,-94.5376,-23.9014,-17.8964,238.389,434.246,8.06419,648.68
7,0,12.7895,5.0038,2.00375,6.77048,3.71108,36.9717,7.23963,51.9587,-93.5435,-23.9038,-18.3971,238.684,433.861,8.27406,648.94
8,0,13.6382,4.80192,0.156052,6.81707,5.37631,36.216,6.52428,52.4382,-94.1627,-24.0574,-18.8446,238.707,433.454,8.5488,649.13
9,0,14.1187,4.77455,0.0690814,6.98864,5.60092,35.8236,6.52606,52.7097,-93.8414,-24.1593,-19.328,239.061,433.135,8.89032,649.044
10,0,14.3751,5.91568,1.62737,7.01831,4.41663,36.2684,7.26546,52.5044,-92.49,-24.263,-20.0274,239.555,432.782,9.12665,648.893
11,0,15.4664,5.74005,-1.1198,6.65602,4.86275,35.6062,7.21109,52.7647,-92.05,-24.3823,-20.54,239.814,432.319,9.27972,648.937
12,0,15.0664,5.73875,0.640321,7.41957,4.99574,34.2803,6.9153,53.1677,-91.9715,-24.5614,-21.0317,239.91,431.774,9.62178,649.126
13,0,16.0491,6.73992,1.82144,8.03428,5.58663,33.839,6.70595,53.6703,-92.5716,-24.7001,-21.5746,240.344,431.221,9.99536,648.988
14,0,16.1804,7.78177,2.29225,8.30151,6.11407,33.4283,6.46761,54.1558,-92.5359,-24.9402,-22.0161,240.646,430.651,10.3661,648.979
15,0,16.3234,6.24804,-1.12345,8.15074,7.53933,31.9516,6.16401,54.8646,-93.0162,-24.976,-22.5293,241.126,430.34,10.8932,648.992
16,0,16.356,6.0947,0.431455,8.22634,7.42135,31.9546,6.41074,54.6353,-92.0313,-24.9249,-23.312,241.15,430.024,11.2606,648.749
17,0,16.4313,7.43665,2.32784,8.87332,6.87251,31.5267,6.61888,54.9602,-91.6427,-25.0633,-23.8943,241.594,429.598,11.5491,648.657
18,0,16.6338,7.37056,0.483509,8.85595,8.22815,30.9456,5.6827,54.5902,-92.5423,-25.0403,-25.0639,241.334,429.233,11.821,648.636
19,0,16.4742,7.18874,0.443459,8.89133,7.99525,29.9985,5.6592,54.6311,-91.7354,-25.3271,-25.7183,241.511,428.664,12.2962,648.64
20,0,17.4168,8.22344,1.64689,8.77857,8.75891,29.8649,5.72341,55.156,-91.8267,-25.5215,-26.2515,242.152,428.033,12.741,648.405
21,0,17.7313,9.19752,2.00862,8.83616,8.35511,29.26,6.16722,55.2782,-90.7321,-25.5143,-26.7997,242.376,427.401,13.2194,648.373
22,0,18.009,9.11488,-0.0357476,8.78934,8.65815,28.3762,6.12733,55.3972,-90.4253,-25.5871,-27.5212,242.652,426.854,13.7359,648.087
23,0,17.9422,9.47739,1.19722,9.00206,9.29341,28.4999,5.931,55.1996,-91.0906,-25.7103,-28.687,243.102,426.568,14.0375,648.05
24,0,18.1117,10.9712,3.10054,9.56402,8.22448,27.5312,6.50006,55.4614,-90.3893,-25.8799,-29.389,243.766,426.171,14.5605,647.96
25,0,18.2797,10.4513,-0.224398,9.10695,9.39476,26.3365,6.11757,55.4189,-90.4059,-25.7176,-30.2249,243.724,425.762,15.1495,648.033
26,0,18.7341,10.7904,1.01224,9.10941,10.2027,26.5108,5.89332,55.378,-90.4907,-25.8506,-31.0328,243.878,425.169,15.5821,647.814
27,0,19.1319,10.9899,1.00852,9.21023,10.361,26.0171,5.97501,55.4251,-90.5014,-26.1402,-31.9557,244.389,424.515,15.9628,647.667
28,0,18.7078,12.1574,1.0413,9.1023,10.8062,26.0871,5.88631,55.3298,-90.3069,-26.3081,-32.8181,244.65,423.932,16.3908,647.701
29,0,19.223,11.6371,-0.102875,9.20234,10.7769,25.0721,6.39962,55.3817,-89.7493,-26.2279,-33.5741,245.068,423.373,17.0552,647.595
30,0,19.6052,11.9363,0.974117,9.4311,11.691,24.4282,6.15521,55.6677,-90.0551,-26.2054,-34.1479,245.244,422.754,17.8114,647.664
31,0,19.411,13.4207,3.16035,10.0423,10.9172,23.8234,6.42048,55.6877,-89.7776,-26.3254,-34.9728,245.591,422.241,18.3049,647.788
32,0,19.3842,13.1556,-0.112395,9.87764,11.2691,23.1113,6.4163,55.696,-89.7017,-26.4036,-35.8104,245.934,421.658,18.8435,647.446
33,0,19.0305,14.9435,1.71329,10.633,11.1948,23.4603,6.5305,55.3574,-89.5168,-26.2059,-36.5973,245.867,421.095,19.4676,647.244
34,0,19.9886,15.2634,0.232371,10.0728,11.4384,23.2012,6.78356,55.6566,-89.1217,-26.6652,-37.1529,246.503,420.365,20.114,647.419
