Joints
200
,,Mathew:HandOuter_Thumb,,,Mathew:LowerArm_HandOuter,,,Mathew:UpperArm_LowerArm,,,Mathew:World_UpperArm,,,,,,
Frame,Sub Frame,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,TX,TY,TZ
,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,mm,mm,mm
1,0,0,0,0,-7.95255,17.8417,30.1156,13.8943,42.8192,-100.821,-15.5893,-25.3801,-123.296,451.426,31.4653,613.342
2,0,0,0,0,1.4699,5.66575,42.3713,13.1802,43.4217,-104.125,-15.9174,-25.2481,-123.017,451.27,31.2218,614.146
3,0,-7.40223,-8.77441,0.0534457,2.95558,7.28866,42.0548,13.2818,43.359,-104.188,-16.0143,-25.1365,-123.062,451.236,31.045,614.574
4,0,-7.60856,-8.67794,0.194184,2.98492,7.15687,41.8327,13.1974,43.4921,-103.988,-16.1254,-24.939,-123.136,450.955,31.1051,614.653
5,0,-7.77462,-9.10514,-0.143824,2.9589,7.05307,41.5123,13.1465,43.5849,-103.813,-16.1828,-24.8715,-123.184,450.958,31.025,614.781
6,0,-6.52572,-29.8397,0.791477,-4.42941,12.8425,34.1968,12.7462,44.1178,-102.515,-16.263,-24.6731,-123.228,450.569,31.3813,613.996
7,0,-6.84451,-29.3133,-0.0336141,-4.0583,12.6212,34.1985,12.7294,44.1984,-102.446,-16.285,-24.6156,-123.28,450.582,31.2065,614.193
8,0,-7.71538,-28.5022,1.92036,-2.93974,12.5592,31.3608,12.2435,45.5172,-102.249,-16.3578,-23.6921,-123.646,450.486,31.1484,616.07
9,0,-7.246,-29.4558,-1.67239,-3.49479,13.2323,33.6839,12.0424,44.603,-102.915,-16.5069,-24.2683,-123.673,450.26,31.3276,614.706
10,0,-6.69531,-30.0034,-5.39098,-3.5971,13.3884,33.5487,11.9006,44.8423,-102.741,-16.5333,-23.9877,-123.789,450.152,31.3596,614.785
11,0,-8.16608,-30.0752,-0.831367,-3.90204,13.4921,33.6341,11.8631,44.8898,-102.7,-16.5308,-23.9487,-123.808,450.123,31.2715,614.815
12,0,-8.50311,-30.2218,-0.624625,-3.87529,13.27,33.0663,11.7097,45.0805,-102.365,-16.6016,-23.743,-123.951,450.035,31.2788,615.072
13,0,-8.74759,-29.7258,-0.572463,-3.39798,12.8047,32.6087,11.6315,45.2645,-102.141,-16.563,-23.5568,-124.084,450.02,31.332,615.436
14,0,-9.68595,-30.161,1.15746,-3.14932,12.427,32.2697,11.4556,45.4472,-101.884,-16.5459,-23.3188,-124.28,449.956,31.4765,615.723
15,0,-9.92475,-31.2935,0.709101,-3.0661,12.0117,32.0268,11.322,45.5833,-101.662,-16.6021,-23.2165,-124.378,449.849,31.3373,615.929
16,0,-9.90554,-31.7253,0.657914,-2.9593,11.7216,32.015,11.2204,45.7313,-101.53,-16.5854,-23.0357,-124.502,449.673,31.3037,616.23
17,0,-9.37817,-32.2628,0.559971,-2.89452,11.3511,31.6545,11.0828,45.8802,-101.346,-16.6142,-22.8893,-124.612,449.576,31.303,616.464
18,0,-7.74158,-32.6531,-2.90621,-2.82253,10.881,30.8318,10.8574,46.2521,-101.113,-16.6281,-22.6089,-124.788,449.49,31.3523,616.921
19,0,-10.8551,-33.4767,7.01868,-2.72942,10.559,30.1457,10.6251,46.6398,-100.916,-16.6309,-22.3551,-124.934,449.352,31.3057,617.254
20,0,-9.07905,-35.1958,1.83728,-2.01769,9.90996,29.7699,10.4981,47.0022,-101.024,-16.58,-22.166,-124.957,449.175,31.3526,617.475
21,0,-5.80806,-36.458,-7.96194,-1.30222,9.37355,29.2227,10.2833,47.5004,-101.016,-16.5811,-21.9163,-124.987,449.061,31.3295,617.854
22,0,-8.8323,-38.1766,-0.429805,1.58919,17.2942,26.6946,6.97807,51.2814,-109.141,-17.0797,-21.2469,-124.448,448.722,31.0058,619.62
23,0,-7.83647,-38.2399,-0.677033,1.01114,17.168,26.5155,6.75255,51.4362,-108.723,-17.0941,-21.1899,-124.566,448.613,30.8029,619.992
24,0,-5.51602,-38.8972,-3.93758,-2.01863,12.1726,29.25,8.57427,48.9976,-103.188,-16.7758,-21.6265,-124.808,448.547,31.0591,618.933
25,0,-9.14336,-39.1989,7.2245,-2.30125,11.9107,28.7971,8.40019,49.3619,-102.603,-16.7784,-21.4207,-124.828,448.423,31.0354,619.318
26,0,-9.92985,-38.9865,9.73928,-2.77943,11.7978,29.2384,8.25231,49.4962,-102.17,-16.7802,-21.3773,-124.789,448.175,30.9628,619.479
27,0,-6.87137,-41.7947,1.41252,-3.1325,11.2163,29.6142,8.15529,49.6413,-101.598,-16.755,-21.2655,-124.743,447.904,31.0746,619.632
28,0,-2.38266,-41.4204,-10.1987,-3.28506,10.9944,29.3732,8.03738,49.9919,-100.865,-16.7347,-21.0826,-124.747,447.75,31.0391,620.056
29,0,-4.6024,-42.1524,-5.53564,-3.17355,10.6355,28.926,7.87254,50.3615,-100.238,-16.6947,-20.9372,-124.778,447.537,30.9902,620.524
30,0,-2.25611,-41.5749,-10.1416,-3.73625,10.7188,29.1968,7.76127,50.4847,-99.6545,-16.7213,-20.9574,-124.695,447.31,30.9358,620.717
31,0,-4.99463,-40.6593,-2.80493,-4.08988,10.7045,29.823,7.6605,50.5362,-99.3337,-16.6764,-21.0178,-124.564,447.211,31.044,620.99
32,0,-7.6133,-41.4946,2.44566,-4.479,10.1434,29.717,7.49669,50.8501,-98.4788,-16.6868,-20.9513,-124.511,446.951,30.9933,621.244
33,0,-6.9964,-38.2807,0.263427,-3.96407,9.3158,29.0327,7.10206,51.3502,-97.2874,-16.8867,-20.5197,-124.643,446.64,30.8493,622.362
34,0,-6.11249,-37.2901,-1.58594,-3.9761,9.23772,29.0756,6.96127,51.5338,-96.9205,-16.7747,-20.6353,-124.576,446.596,30.822,622.599
35,0,-6.89511,-36.4374,-1.94975,-3.94343,9.35219,29.0147,6.73591,51.8902,-96.2371,-16.8029,-20.5927,-124.56,446.244,30.8808,622.792
36,0,-7.13812,-35.7278,-1.86858,-3.98752,9.09185,29.1554,6.47219,52.0993,-95.6999,-16.8922,-20.6578,-124.471,445.953,30.8864,622.978
