Joints
200
,,Mathew:HandOuter_Thumb,,,Mathew:LowerArm_HandOuter,,,Mathew:UpperArm_LowerArm,,,Mathew:World_UpperArm,,,,,,
Frame,Sub Frame,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,TX,TY,TZ
,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,mm,mm,mm
1,0,9.54372,-4.96148,0.00807104,-23.4126,-27.9055,36.6509,22.3466,45.777,-39.9125,-16.1325,-17.6065,-121.039,418.536,21.1395,630.296
2,0,10.1801,-5.17225,0.922395,-22.9587,-27.3449,36.6995,22.6358,45.9834,-39.7627,-16.175,-18.0377,-120.456,418.118,21.2903,630.243
3,0,8.83267,-4.795,-0.578787,-22.5568,-26.1218,36.0065,22.4036,46.1958,-39.048,-16.1707,-18.4994,-120.299,417.583,21.4073,630.113
4,0,9.00756,-5.01325,-2.34245,-22.0693,-25.3966,35.9177,22.1593,46.1884,-38.669,-16.0202,-19.0662,-120.314,417.224,21.5836,630.158
5,0,11.1832,-14.6841,-3.06976,3.22465,20.9998,25.4564,1.34617,63.6963,-88.5312,-16.3264,-19.2787,-119.237,416.625,21.629,630.738
6,0,6.35636,6.52356,2.36914,12.3718,13.2202,22.0602,-1.10953,65.492,-93.9911,-16.5236,-19.4024,-118.562,416.022,21.7327,631.477
7,0,11.5319,-3.61819,-3.12717,13.4082,2.26186,7.75231,-0.934569,65.6911,-94.0662,-16.4473,-20.0597,-117.928,415.627,21.7897,631.346
8,0,15.4685,-8.40754,0.541611,13.18,-1.9394,2.71412,-0.548356,65.4339,-93.3059,-16.2908,-20.6895,-117.618,415.168,22.0166,631.213
9,0,18.487,-11.2594,-5.47242,14.2019,-8.6586,-5.756,-0.421848,65.1891,-92.9946,-16.0965,-21.4399,-117.486,414.818,22.0872,631.25
10,0,21.4238,-12.6026,-5.53818,14.2065,-12.7735,-8.8792,0.855709,64.7938,-91.1128,-16.0203,-22.0714,-117.042,414.304,22.2168,631.382
11,0,31.7878,-19.3582,-6.72503,14.0253,-23.1429,-23.6005,0.751069,65.4393,-91.622,-16.1126,-22.5023,-116.157,413.65,22.5264,631.305
12,0,47.9834,-27.3171,0.534509,14.3403,-41.0549,-47.2038,0.547998,65.3793,-91.9776,-16.0361,-23.1521,-115.834,413.125,22.8236,631.258
13,0,45.1683,-31.4006,-9.15846,16.468,-41.2988,-44.2691,3.25647,64.0703,-86.1258,-15.6887,-24.0607,-115.465,412.802,23.2649,630.615
14,0,42.6959,-24.3107,-2.13066,12.1948,-33.8634,-39.9367,-0.403322,65.432,-92.8227,-15.7687,-24.3687,-115.552,412.224,23.4966,631.271
15,0,38.9113,-20.9611,-4.98016,12.9494,-30.7905,-33.7908,0.604694,64.7259,-91.6177,-15.4723,-25.2429,-115.269,411.934,23.6621,631.276
16,0,53.3404,-28.9968,5.41583,14.2177,-49.6954,-56.4514,2.17696,64.747,-89.8995,-15.3564,-25.7085,-114.467,411.313,24.0243,631.122
17,0,58.9909,-26.3365,3.2731,13.6808,-54.2525,-62.7813,2.36082,64.6576,-89.8139,-15.2256,-26.3326,-114.297,410.699,24.1824,631.241
18,0,66.5588,-26.7237,5.27146,12.7761,-61.7895,-73.2744,1.82714,64.5096,-90.3395,-15.0615,-27.0122,-114.223,410.146,24.4511,630.943
19,0,66.62,-26.2917,7.80998,12.0913,-62.0534,-72.8759,1.74685,64.3436,-90.7373,-15.0802,-27.7429,-113.901,409.548,24.6942,631.001
20,0,71.9398,-23.8434,9.00779,11.1475,-67.6673,-80.0901,1.66261,64.4119,-91.5043,-15.0332,-28.4396,-113.359,409.03,24.9915,631.18
21,0,81.477,-22.6467,20.9943,11.4152,-83.0249,-99.5211,2.66671,64.5232,-90.734,-15.0435,-29.019,-112.532,408.545,25.3775,631.044
22,0,79.3579,-15.5103,8.80788,12.7428,-79.419,-93.6301,3.54402,63.6467,-89.5225,-14.6006,-29.7974,-112.705,408.187,25.649,630.973
23,0,73.5963,-11.7935,-6.13345,12.5264,-70.0558,-80.5966,3.80699,63.3889,-89.0518,-14.3586,-30.232,-112.703,407.515,25.9798,630.891
24,0,82.3663,-14.3824,12.4597,10.5049,-84.254,-99.7771,2.8386,63.5996,-91.0035,-14.4418,-30.9914,-112.332,406.997,26.1389,631.094
25,0,65.8392,-17.6911,-1.44787,9.65581,-62.256,-70.4973,1.93527,63.3571,-92.1644,-14.5914,-31.7236,-112.279,406.35,26.3518,631.132
26,0,68.5042,-19.0361,2.46864,10.3718,-67.4973,-76.1673,2.69265,63.1197,-91.7279,-14.4065,-32.3382,-111.859,405.874,26.67,630.952
27,0,74.9148,-18.9805,10.5173,10.2642,-77.5265,-88.9935,2.7695,62.9489,-92.1119,-14.2844,-32.9627,-111.656,405.416,26.8584,630.842
28,0,54.9608,-21.057,1.57975,9.32591,-53.3623,-58.3913,2.87811,62.6508,-91.8528,-14.062,-33.5103,-111.747,404.864,27.1726,630.974
29,0,54.4081,-20.7223,2.23989,10.1479,-53.9486,-58.1124,3.36422,62.0958,-91.6576,-13.8754,-34.0543,-111.637,404.293,27.5359,630.854
30,0,63.0822,-22.8346,8.403,11.339,-66.5449,-73.2163,4.03642,61.7831,-91.626,-13.7502,-34.7407,-111.176,403.804,27.8277,630.84
31,0,55.0962,-17.3565,-5.27785,9.76702,-54.4944,-58.5463,3.62381,61.7096,-92.1558,-13.6777,-35.2385,-111.171,403.236,28.1273,630.945
32,0,48.6982,-17.3745,-3.90547,1.70627,-33.774,-48.1672,-1.6374,64.7388,-101.929,-13.5799,-35.6544,-111.244,402.63,28.6365,630.45
33,0,47.009,-16.799,-1.07805,1.49101,-32.5805,-45.8141,-1.59912,64.1844,-102.066,-13.4982,-36.3123,-111.243,402.317,28.7785,630.649
34,0,36.6518,-13.781,1.47256,6.37662,-30.9475,-32.4009,1.98355,61.1491,-95.2892,-13.385,-36.8999,-111.285,401.949,29.0689,631.07
35,0,40.7488,-14.9949,-1.81273,8.73496,-40.6706,-40.3391,4.13395,60.4225,-92.2391,-13.3341,-37.1944,-110.964,401.413,29.4435,630.895
36,0,35.4218,-13.8079,0.581277,9.04701,-35.2791,-32.9292,4.7309,59.6136,-91.605,-13.0704,-37.7811,-111.095,401.007,29.5691,630.889
37,0,29.1621,-9.96555,1.35102,7.89277,-26.2702,-22.5759,4.44924,59.208,-91.8033,-12.8939,-38.2014,-111.284,400.507,29.8336,630.813
38,0,27.0811,-6.9523,2.45896,6.71757,-21.8543,-17.6534,4.46912,59.4209,-92.0168,-13.1377,-38.5404,-110.842,399.894,30.063,630.911
39,0,27.9561,-6.04999,0.61875,6.4883,-23.5174,-19.8736,4.53234,59.652,-92.6646,-13.2842,-38.9112,-110.363,399.362,30.3762,631.027
40,0,26.3885,-3.21747,0.562309,5.55541,-18.9238,-15.1549,3.91277,59.0146,-93.7468,-13.1545,-39.624,-110.669,399.178,30.5274,631.131
41,0,23.1165,1.46006,1.95615,5.28183,-12.9299,-6.15272,5.11649,58.1039,-91.9991,-13.0713,-40.1986,-110.538,398.862,30.6909,631.153
42,0,19.99,5.61277,3.77314,4.57368,-7.45247,1.06851,5.57063,57.5728,-90.857,-13.041,-40.475,-110.605,398.434,30.936,631.106
43,0,16.9426,16.4852,0.158965,3.07541,3.54751,13.8972,5.95274,57.3207,-90.1709,-13.015,-40.6458,-110.534,397.897,31.2518,631.15
44,0,16.8386,16.7371,1.5889,2.58927,3.25981,13.9461,6.28096,57.1977,-89.7952,-13.1907,-40.9738,-110.284,397.369,31.352,631.163
45,0,15.6132,21.8712,0.529511,1.15749,11.0502,21.8424,6.30362,57.0007,-89.6536,-13.2998,-41.2857,-110.269,396.953,31.3983,631.32
46,0,16.8992,20.7818,-0.835835,0.445864,8.34183,18.866,5.87505,57.1042,-90.3442,-13.5073,-41.3609,-110.245,396.428,31.4229,631.636
