Joints
200
,,Mathew:HandOuter_Thumb,,,Mathew:LowerArm_HandOuter,,,Mathew:UpperArm_LowerArm,,,Mathew:World_UpperArm,,,,,,
Frame,Sub Frame,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,TX,TY,TZ
,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,mm,mm,mm
1,0,-6.0922,-9.04799,-0.00436912,0.481317,-5.32181,12.2188,4.4982,65.3676,-84.2272,-22.1899,-26.954,-131.014,479.348,-70.898,526.409
2,0,-6.09763,-8.46547,-1.42121,0.874033,-4.11355,11.7574,3.23984,66.3122,-86.4037,-22.4308,-26.8655,-130.714,479.243,-70.9648,526.451
3,0,-5.94514,-8.25047,-0.690987,0.870665,-4.02014,11.6915,3.2192,66.5377,-86.422,-22.5069,-26.7913,-130.589,479.179,-70.9754,526.56
4,0,-5.52339,-7.73052,-0.0935841,0.868126,-3.79857,11.5398,3.00694,66.7654,-86.7599,-22.6397,-26.7645,-130.486,479.04,-71.0356,526.624
5,0,-0.678162,-6.68452,14.4003,-0.949899,-2.27514,12.405,2.65449,67.201,-87.7045,-22.622,-26.4779,-130.488,479.085,-70.9748,527.037
6,0,-0.473785,-8.05473,11.782,-1.34343,-1.12216,12.856,2.60511,67.2249,-87.5772,-22.6385,-26.5034,-130.461,479.065,-70.9519,526.964
7,0,1.88197,-11.7297,1.33647,-1.20174,-3.74384,10.3539,2.58359,67.2021,-87.2872,-22.6725,-26.4774,-130.484,478.971,-70.9297,526.948
8,0,2.35738,-11.9821,4.87881,-1.13575,-4.26784,9.67001,2.48964,67.4034,-87.1642,-22.6851,-26.4109,-130.494,478.947,-70.9745,527.085
9,0,2.90414,-12.2536,8.55852,-0.372688,-6.24395,8.74417,2.39745,67.4502,-87.2377,-22.7363,-26.3853,-130.484,478.848,-70.9391,527.123
10,0,3.46346,-12.8345,10.5233,0.346839,-8.25972,7.77512,2.24631,67.4843,-87.4008,-22.7734,-26.3871,-130.447,478.711,-70.9922,527.14
11,0,4.06396,-13.0545,13.4345,0.704251,-9.38766,7.22222,2.11038,67.4469,-87.4838,-22.7492,-26.4254,-130.432,478.749,-70.9409,527.194
